,ID Pedido,Data Pedido,ID Loja,Produto,Marca,Quantidade,Preço Unitário,Preço Total ,Formas de Pagamento,Status de Pagemnto
168,2386,2021-01-06,3,Google Pixel 6 Pro,Google,5,1750.8,8754.0,Crédito,Concluído
169,3401,2021-01-06,4,iPhone 11 Pro (256GB),Apple,3,2680.56,8041.68,Débito,Concluído
170,4301,2021-01-06,3,Jabra Elite 85t,Jabra,4,9664.88,38659.52,Pix,Concluído
171,4974,2021-01-06,4,Lenovo ThinkPad X1 Carbon,Lenovo,2,6485.26,12970.52,Crédito,Concluído
172,5159,2021-01-06,3,Xiaomi Mi 11 Ultra,Xiaomi,1,5109.18,5109.18,Débito,Concluído
173,5198,2021-01-06,3,Acer Predator Helios 300,Acer,1,8569.66,8569.66,Pix,Concluído
174,5221,2021-01-06,2,iPhone 12 mini (64GB),Apple,1,7150.91,7150.91,Pix,Concluído
175,5390,2021-01-06,1,iPhone 13 mini (128GB),Apple,2,2023.57,4047.14,Pix,Concluído
176,6874,2021-01-06,3,Samsung Galaxy Watch 4,Samsung,5,3361.1,16805.5,Débito,Concluído
177,7866,2021-01-06,5,iPhone 13 mini (128GB),Apple,4,8749.92,34999.68,Pix,Concluído
178,8070,2021-01-06,3,Sennheiser Momentum 3,Sennheiser,1,5575.41,5575.41,Crédito,Concluído
179,8708,2021-01-06,2,iPhone SE (2020),Apple,4,8546.98,34187.92,Crédito,Concluído
180,8844,2021-01-06,3,LG C1 OLED TV,LG,2,5272.03,10544.06,Crédito,Concluído
181,9282,2021-01-06,4,Razer Blade 15,Razer,4,9140.52,36562.08,Crédito,Concluído
182,9379,2021-01-06,5,iPhone 12 mini (64GB),Apple,4,5521.45,22085.8,Pix,Concluído
183,9556,2021-01-06,5,iPhone 13 Pro (256GB),Apple,3,8140.16,24420.48,Crédito,Concluído
184,9893,2021-01-06,4,Asus ROG Strix G15,Asus,3,1258.22,3774.66,Pix,Concluído
185,9914,2021-01-06,5,PlayStation 5,Sony,5,9110.32,45551.6,Pix,Concluído
186,9940,2021-01-06,1,Alienware x17,Alienware,4,9192.34,36769.36,Pix,Concluído
187,10318,2021-01-06,5,iPhone 13 mini (128GB),Apple,2,4966.5,9933.0,Pix,Concluído
188,10481,2021-01-06,1,iPhone 13 Pro (256GB),Apple,5,8292.99,41464.95,Débito,Concluído
189,10675,2021-01-06,5,iPhone 12 mini (64GB),Apple,4,4347.08,17388.32,Débito,Concluído
190,11200,2021-01-06,1,iPhone 11 (128GB),Apple,4,4316.16,17264.64,Crédito,Concluído
191,11501,2021-01-06,4,Amazon Echo Dot (4th Gen),Amazon,1,5804.95,5804.95,Pix,Concluído
192,11855,2021-01-06,1,iPhone 12 Pro Max (512GB),Apple,4,9825.23,39300.92,Pix,Concluído
193,456,2021-01-07,5,HP Spectre x360,HP,4,3492.63,13970.52,Débito,Concluído
194,1033,2021-01-07,2,LG OLED C1 TV,LG,1,8889.31,8889.31,Crédito,Concluído
195,1112,2021-01-07,3,LG OLED C1 TV,LG,3,4220.61,12661.83,Débito,Concluído
196,1151,2021-01-07,3,Dell XPS 17,Dell,4,7169.82,28679.28,Débito,Concluído
197,1735,2021-01-07,1,Acer Predator Helios 300,Acer,2,7708.43,15416.86,Pix,Concluído
198,1901,2021-01-07,5,LG C1 OLED TV,LG,3,6960.09,20880.27,Débito,Concluído
199,1923,2021-01-07,2,Garmin Fenix 7,Garmin,5,5381.55,26907.75,Débito,Concluído
200,2247,2021-01-07,3,Asus ROG Strix G15,Asus,1,8738.27,8738.27,Crédito,Concluído
201,2345,2021-01-07,3,iPhone 11 (128GB),Apple,3,2834.84,8504.52,Pix,Concluído
202,2408,2021-01-07,4,Sony A90J OLED TV,Sony,3,8564.53,25693.59,Débito,Concluído
203,2415,2021-01-07,4,Alienware x17,Alienware,5,6821.24,34106.2,Débito,Concluído
204,2615,2021-01-07,1,Sennheiser Momentum 3,Sennheiser,5,9358.91,46794.55,Pix,Concluído
205,2927,2021-01-07,5,Sony Xperia 1 III,Sony,4,5739.88,22959.52,Pix,Concluído
206,2994,2021-01-07,4,Xiaomi Mi 11 Ultra,Xiaomi,3,1421.59,4264.77,Débito,Concluído
207,3012,2021-01-07,3,Dell XPS 17,Dell,1,3451.85,3451.85,Pix,Concluído
208,3480,2021-01-07,5,Nintendo Switch OLED,Nintendo,4,2784.68,11138.72,Crédito,Concluído
209,3706,2021-01-07,4,Fitbit Charge 5,Fitbit,2,1359.5,2719.0,Débito,Concluído
210,3994,2021-01-07,4,Sony WH-1000XM4,Sony,3,1033.38,3100.14,Pix,Concluído
211,4447,2021-01-07,3,Amazon Echo Dot (4th Gen),Amazon,2,4570.56,9141.12,Débito,Concluído
212,4679,2021-01-07,1,iPhone 13 Pro Max (512GB),Apple,1,6667.34,6667.34,Crédito,Concluído
213,4803,2021-01-07,3,Google Nest Audio,Google,3,9425.2,28275.6,Pix,Concluído
214,5304,2021-01-07,2,Apple Watch Series 7,Apple,3,6338.84,19016.52,Pix,Concluído
215,5482,2021-01-07,3,Samsung QN90A Neo QLED TV,Samsung,2,9000.64,18001.28,Pix,Concluído
216,5662,2021-01-07,5,iPhone SE (2020),Apple,5,5148.18,25740.9,Pix,Concluído
217,5918,2021-01-07,1,OnePlus 9 Pro,OnePlus,4,4990.24,19960.96,Crédito,Concluído
218,6201,2021-01-07,5,iPhone 11 Pro Max (512GB),Apple,4,9802.5,39210.0,Débito,Concluído
219,6748,2021-01-07,2,LG C1 OLED TV,LG,3,6681.97,20045.91,Crédito,Concluído
220,6757,2021-01-07,4,Alienware x17,Alienware,5,9821.42,49107.1,Débito,Concluído
221,6980,2021-01-07,5,iPhone 12 Pro Max (512GB),Apple,5,9218.4,46092.0,Débito,Concluído
222,7005,2021-01-07,5,Xbox Series X,Microsoft,4,7838.67,31354.68,Débito,Concluído
223,7007,2021-01-07,3,Google Pixel 6 Pro,Google,4,7460.05,29840.2,Pix,Concluído
224,8188,2021-01-07,3,Acer Predator Helios 300,Acer,4,6426.79,25707.16,Pix,Concluído
225,10432,2021-01-07,3,Garmin Fenix 7,Garmin,5,7656.83,38284.15,Pix,Concluído
226,10561,2021-01-07,5,Sony Xperia 1 III,Sony,5,4139.92,20699.6,Pix,Concluído
227,8,2021-01-08,5,HP Spectre x360,HP,4,9583.52,38334.08,Pix,Concluído
228,113,2021-01-08,5,iPhone 13 mini (128GB),Apple,4,4672.26,18689.04,Pix,Concluído
229,225,2021-01-08,2,Bose QuietComfort 45,Bose,2,3958.32,7916.64,Crédito,Concluído
230,253,2021-01-08,2,Jabra Elite 85t,Jabra,2,1792.38,3584.76,Crédito,Concluído
231,619,2021-01-08,1,iPhone 12 Pro Max (512GB),Apple,2,2626.52,5253.04,Pix,Concluído
232,992,2021-01-08,2,OnePlus 9 Pro,OnePlus,2,3121.31,6242.62,Débito,Concluído
233,1069,2021-01-08,2,Fitbit Charge 5,Fitbit,4,5710.4,22841.6,Débito,Concluído
234,1113,2021-01-08,3,Garmin Fenix 7,Garmin,4,9257.88,37031.52,Débito,Concluído
235,1864,2021-01-08,2,LG C1 OLED TV,LG,2,9997.38,19994.76,Débito,Concluído
236,1925,2021-01-08,5,iPhone 11 (128GB),Apple,5,3218.06,16090.3,Crédito,Concluído
237,2983,2021-01-08,4,Google Pixel 6 Pro,Google,2,1842.15,3684.3,Crédito,Concluído
238,3176,2021-01-08,4,iPhone 11 (128GB),Apple,5,5524.44,27622.2,Pix,Concluído
239,3195,2021-01-08,3,Samsung Galaxy S21 Ultra,Samsung,5,2174.63,10873.15,Pix,Concluído
240,3350,2021-01-08,3,iPhone 12 Pro Max (512GB),Apple,2,7863.28,15726.56,Pix,Concluído
241,4082,2021-01-08,2,iPhone 12 mini (64GB),Apple,4,1828.09,7312.36,Pix,Concluído
242,4638,2021-01-08,5,Samsung QN90A Neo QLED TV,Samsung,2,2585.8,5171.6,Crédito,Concluído
243,4780,2021-01-08,2,Nintendo Switch OLED,Nintendo,2,9069.26,18138.52,Débito,Concluído
244,5116,2021-01-08,5,iPhone 13 mini (128GB),Apple,4,3830.91,15323.64,Débito,Concluído
245,5604,2021-01-08,4,OnePlus 9 Pro,OnePlus,2,7744.1,15488.2,Pix,Concluído
246,5687,2021-01-08,4,Razer Blade 15,Razer,1,4861.39,4861.39,Débito,Concluído
247,5822,2021-01-08,5,iPhone 11 Pro (256GB),Apple,2,4494.35,8988.7,Pix,Concluído
248,5835,2021-01-08,5,Nintendo Switch OLED,Nintendo,1,7881.61,7881.61,Débito,Concluído
249,6071,2021-01-08,2,Acer Predator Helios 300,Acer,3,4113.1,12339.3,Pix,Concluído
250,6379,2021-01-08,1,OnePlus 9 Pro,OnePlus,2,6456.32,12912.64,Débito,Concluído
251,6413,2021-01-08,1,Sony WH-1000XM4,Sony,3,3187.22,9561.66,Débito,Concluído
252,7412,2021-01-08,5,Xiaomi Mi 11 Ultra,Xiaomi,3,3864.92,11594.76,Crédito,Concluído
253,7595,2021-01-08,4,OnePlus 9 Pro,OnePlus,3,4196.82,12590.46,Pix,Concluído
254,7598,2021-01-08,5,iPhone 13 mini (128GB),Apple,2,8393.29,16786.58,Débito,Concluído
255,8005,2021-01-08,4,iPhone SE (2020),Apple,2,8671.16,17342.32,Crédito,Concluído
256,8244,2021-01-08,1,HP Spectre x360,HP,1,4983.59,4983.59,Débito,Concluído
257,8306,2021-01-08,5,PlayStation 5,Sony,2,3452.89,6905.78,Pix,Concluído
258,9183,2021-01-08,2,LG OLED C1 TV,LG,3,7520.23,22560.69,Débito,Concluído
259,9709,2021-01-08,2,Garmin Fenix 7,Garmin,1,9513.96,9513.96,Pix,Concluído
260,9745,2021-01-08,1,iPhone SE (2020),Apple,4,8283.13,33132.52,Pix,Concluído
261,10699,2021-01-08,3,iPhone 12 (128GB),Apple,4,8306.63,33226.52,Débito,Concluído
262,10774,2021-01-08,2,Lenovo ThinkPad X1 Carbon,Lenovo,4,5437.82,21751.28,Crédito,Concluído
263,10848,2021-01-08,4,iPhone 12 Pro Max (512GB),Apple,4,7145.38,28581.52,Débito,Concluído
264,10886,2021-01-08,3,LG C1 OLED TV,LG,5,5533.36,27666.8,Pix,Concluído
